,property name,property street,property city,property state,property zipcode,Studio,1 Bedroom,2 Bedrooms,3 Bedrooms,Latitude,Longitude,URL
302,Oakwood Apartments,8723 W Chester Pike,Upper Darby,PA,19082,NA,$825 – 875,NA,NA,39.96822,-75.28597,https://www.apartments.com/oakwood-apartments-upper-darby-pa/1hvknx7/
303,Edgehill Court Apartments,25 Old Lancaster Rd,Bala Cynwyd,PA,19004,"$1,025",NA,NA,NA,39.99843,-75.23624,https://www.apartments.com/edgehill-court-apartments-bala-cynwyd-pa/kelssnc/
304,Stonehurst Court Apartments,7250 Walnut St,Upper Darby,PA,19082,NA,$845 – 865,NA,NA,39.95752,-75.26572,https://www.apartments.com/stonehurst-court-apartments-upper-darby-pa/7kn507y/
305,Penzel Manor,87-89 S State Rd,Upper Darby,PA,19082,NA,$875,"$1,025",NA,39.96121,-75.27435,https://www.apartments.com/penzel-manor-upper-darby-pa/mf9b9jh/
306,The Pierre,306 Cooper St,Camden,NJ,08102,NA,NA,"$1,471 – 1,671",NA,39.94707,-75.12317,https://www.apartments.com/the-pierre-camden-nj/3j4tv6f/
307,River Villas,5019 Harbour Dr,Palmyra,NJ,08065,NA,NA,"$1,195 – 1,210",NA,40.00747,-75.03781,https://www.apartments.com/river-villas-palmyra-nj/wlxm8vk/
308,Carriage Place Apartments,2819 Kate Ave,Bensalem,PA,19020,NA,$715 – 850,"$970 – 1,000",NA,40.10297,-74.95368,https://www.apartments.com/carriage-place-apartments-bensalem-pa/6344bjv/
309,Melrose Station,902 Valley Rd,Melrose Park,PA,19027,NA,"$1,120","$1,260 – 1,350","$1,850",40.05894,-75.12974,https://www.apartments.com/melrose-station-melrose-park-pa/xnqqdqn/
310,Hunters Creek,2835 Century Ln,Bensalem,PA,19020,NA,"$1,075","$1,300 – 1,375",NA,40.1045,-74.96181,https://www.apartments.com/hunters-creek-bensalem-pa/6v4dtxt/
311,Bucks Meadow Apartments,3131 Knights Rd,Bensalem,PA,19020,NA,$950,"$1,200 – 1,250","$1,525",40.10511,-74.94513,https://www.apartments.com/bucks-meadow-apartments-bensalem-pa/f8lt1qs/
312,Parkview Court,609 Cedar Ave,Yeadon,PA,19050,NA,$760 – 795,$925 – 945,NA,39.92064,-75.2538,https://www.apartments.com/parkview-court-yeadon-pa/7mh1mhy/
313,One Montgomery Avenue Apartments,1 Montgomery Ave,Bala Cynwyd,PA,19004,NA,"$1,345","$1,625 – 1,745","$2,095",40.00654,-75.23328,https://www.apartments.com/one-montgomery-avenue-apartments-bala-cynwyd-pa/6j956br/
314,Elkins Park Gardens,8000 High School Rd,Elkins Park,PA,19027,NA,"$1,090 – 1,210","$1,300",NA,40.07249,-75.12616,https://www.apartments.com/elkins-park-gardens-elkins-park-pa/h9838s3/
315,101 City Apartments,101 W City Ave,Bala Cynwyd,PA,19004,NA,"$1,550","$1,950 – 2,500",NA,39.99912,-75.23154,https://www.apartments.com/101-city-apartments-bala-cynwyd-pa/lxt37kg/
316,Merion Trace Apartments,7200 Merion Ter,Upper Darby,PA,19082,NA,"$940 – 1,025",NA,NA,39.96411,-75.26492,https://www.apartments.com/merion-trace-apartments-upper-darby-pa/tez5rjb/
317,Park Lane East,250 Beverly Blvd,Upper Darby,PA,19082,NA,$835 – 925,"$1,080 – 1,100",NA,39.95288,-75.27063,https://www.apartments.com/park-lane-east-upper-darby-pa/zbt1txy/
318,Lansdowne Meadows,7284 Radbourne Rd,Upper Darby,PA,19082,NA,$765 – 825,NA,NA,39.94867,-75.26311,https://www.apartments.com/lansdowne-meadows-upper-darby-pa/fwdvkmt/
319,415 S 19th St Unit 4B,415 S 19th St Unit 4B,Philadelphia,PA,19146,NA,"$2,250",NA,NA,39.94589,-75.17288,https://www.apartments.com/415-s-19th-st-philadelphia-pa-unit-4b/89nrgf2/
320,2212 Latona St,2212 Latona St,Philadelphia,PA,19146,NA,NA,"$1,550",NA,39.9365,-75.18094,https://www.apartments.com/2212-latona-st-philadelphia-pa/mhtkf9j/
321,511 N Broad St Unit 505,511 N Broad St Unit 505,Philadelphia,PA,19123,NA,"$1,350",NA,NA,39.96192,-75.16147,https://www.apartments.com/511-n-broad-st-philadelphia-pa-unit-505/7463egw/
322,1942 Bonitz St,1942 Bonitz St,Philadelphia,PA,19140,NA,NA,$875,NA,40.01753,-75.1583,https://www.apartments.com/1942-bonitz-st-philadelphia-pa/hb4p401/
323,1636 S Front St Unit 1,1636 S Front St Unit 1,Philadelphia,PA,19148,NA,"$1,250",NA,NA,39.92661,-75.14747,https://www.apartments.com/1636-s-front-st-philadelphia-pa-unit-1/5g8hv7n/
324,6500 Wissahickon Ave Unit 1,6500 Wissahickon Ave Unit 1,Philadelphia,PA,19119,NA,NA,NA,"$2,800",40.03696,-75.19556,https://www.apartments.com/6500-wissahickon-ave-philadelphia-pa-unit-1/b5fmk9b/
325,807 N 2nd St Unit 3,807 N 2nd St Unit 3,Philadelphia,PA,19123,NA,NA,"$2,650",NA,39.96312,-75.14054,https://www.apartments.com/807-n-2nd-st-philadelphia-pa-unit-3/01mkk82/
326,249 Shawmont Ave Unit C,249 Shawmont Ave Unit C,Philadelphia,PA,19128,NA,"$1,325",NA,NA,40.04828,-75.24575,https://www.apartments.com/249-shawmont-ave-philadelphia-pa-unit-c/92fzpn7/
327,4533 Springfield Ave Unit B,4533 Springfield Ave Unit B,Philadelphia,PA,19143,NA,NA,NA,"$1,650",39.94829,-75.21374,https://www.apartments.com/4533-springfield-ave-philadelphia-pa-unit-b/g8nsc2x/
328,1825 Kater St Unit 2,1825 Kater St Unit 2,Philadelphia,PA,19146,NA,NA,"$1,700",NA,39.94408,-75.17247,https://www.apartments.com/1825-kater-st-philadelphia-pa-unit-2/m0hs9cl/
329,Annex,1516-1518 Spruce St,Philadelphia,PA,19102,"$1,410 – 1,600","$1,745 – 2,800",NA,NA,39.94715,-75.16737,https://www.apartments.com/annex-philadelphia-pa/jmrb837/
330,Liberties Walk,1022-1030 N 2nd St,Philadelphia,PA,19123,NA,Call for Rent,"$1,645 – 1,945","$2,195",39.96713,-75.14029,https://www.apartments.com/liberties-walk-philadelphia-pa/phsrvys/
331,Regency House,6301-6341 N 10th St,Philadelphia,PA,19141,$858 – 908,"$983 – 1,081",Call for Rent,NA,40.04773,-75.13528,https://www.apartments.com/regency-house-philadelphia-pa/3pyj3bd/
332,McCallum Apartments,6635 Mccallum St,Philadelphia,PA,19119,$840,"$915 – 1,140","$1,100 – 1,390",NA,40.04546,-75.19126,https://www.apartments.com/mccallum-apartments-philadelphia-pa/x7kfbdp/
333,Korman Residential at 3737 Chestnut,3737 Chestnut St,Philadelphia,PA,19104,"$2,179 – 3,499","$1,829 – 4,890","$3,014 – 4,900",NA,39.95531,-75.19796,https://www.apartments.com/korman-residential-at-3737-chestnut-philadelphia-pa/4dn8nnj/
334,Station Walk Apartments,13651 Philmont Ave,Philadelphia,PA,19116,NA,$850,NA,NA,40.13195,-75.00953,https://www.apartments.com/station-walk-apartments-philadelphia-pa/s8vgyw7/
335,Upsal Gardens,246 W Upsal St,Philadelphia,PA,19119,NA,$975,"$1,500",NA,40.04297,-75.18726,https://www.apartments.com/upsal-gardens-philadelphia-pa/zgkdtey/
336,Del Campo,1011 N Hancock St,Philadelphia,PA,19123,NA,NA,NA,NA,39.96549,-75.13907,https://www.apartments.com/del-campo-philadelphia-pa/m68d8bj/
337,Imperial Manor III,1170 Surrey Rd,Philadelphia,PA,19115,NA,"$1,099 – 1,119","$1,309 – 1,369",NA,40.0849,-75.04823,https://www.apartments.com/imperial-manor-iii-philadelphia-pa/j9p47v6/
338,Park Place One Apartments,1801 Winchester Ave,Philadelphia,PA,19115,NA,"$1,129 – 1,149","$1,339 – 1,379",NA,40.07655,-75.04195,https://www.apartments.com/park-place-one-apartments-philadelphia-pa/5rhh6dp/
339,Fallsview Gardens,3026 W Queen Ln,Philadelphia,PA,19129,NA,NA,"$1,250 – 1,550",NA,40.01916,-75.18168,https://www.apartments.com/fallsview-gardens-philadelphia-pa/xk810sq/
340,Laverock Place,1000-1020 Ivy Hill Rd,Philadelphia,PA,19150,NA,"$1,125 – 1,145","$1,445",NA,40.07411,-75.18579,https://www.apartments.com/laverock-place-philadelphia-pa/ys7z51v/
341,333 Earp,333 Earp St,Philadelphia,PA,19147,NA,"$1,200 – 1,650",NA,"$2,050 – 2,200",39.93144,-75.15081,https://www.apartments.com/333-earp-philadelphia-pa/ceef3jf/
342,"Maple Village ""62 + Community""",22 W Rittenhouse St,Philadelphia,PA,19144,NA,$723,$820,NA,40.03699,-75.17694,https://www.apartments.com/maple-village-62-community-philadelphia-pa/z4ljpmz/
343,1326 Spruce St Unit 2706,1326 Spruce St Unit 2706,Philadelphia,PA,19107,NA,"$1,990",NA,NA,39.94684,-75.16384,https://www.apartments.com/1326-spruce-st-philadelphia-pa-unit-2706/d5s4h7k/
344,301 Race St Unit C3,301 Race St Unit C3,Philadelphia,PA,19106,"$1,800",NA,NA,NA,39.95437,-75.14515,https://www.apartments.com/301-race-st-philadelphia-pa-unit-c3/ftfb43v/
345,The Irvine,780 S 52nd St,Philadelphia,PA,19143,"$1,295 – 1,645","$1,575 – 1,795","$2,095 – 2,345","$2,565 – 2,645",39.94624,-75.22589,https://www.apartments.com/the-irvine-philadelphia-pa/61hve9v/
346,Schoolhouse Lofts,109 W Wildey St,Philadelphia,PA,19123,"$1,695",NA,NA,NA,39.9674,-75.13758,https://www.apartments.com/schoolhouse-lofts-philadelphia-pa/29pbsqc/
347,Haverford Manor,7212 Haverford Ave,Philadelphia,PA,19151,NA,$950,NA,NA,39.97454,-75.26113,https://www.apartments.com/haverford-manor-philadelphia-pa/9fgv577/
348,The Chancellor,206 S 13th St,Philadelphia,PA,19107,"$905 – 1,115","$1,405 – 1,455",NA,NA,39.9486,-75.16249,https://www.apartments.com/the-chancellor-philadelphia-pa/dr3wcqh/
349,Liberty Crossing,3101-3201 Woodhaven Rd,Philadelphia,PA,19154,NA,"$1,050","$1,200",NA,40.09899,-74.98542,https://www.apartments.com/liberty-crossing-philadelphia-pa/1htsf46/
350,The Cloisters,3823 Spring Garden St,Philadelphia,PA,19104,"$1,215 – 1,225","$1,325 – 1,350",NA,NA,39.96256,-75.1975,https://www.apartments.com/the-cloisters-philadelphia-pa/lhtlxvd/
351,Brookview Apartments at Elkins Park,1235 Ashbourne Rd,Elkins Park,PA,19027,NA,"$1,215 – 1,525","$1,600 – 1,765","$1,940 – 2,095",40.06646,-75.11785,https://www.apartments.com/brookview-apartments-at-elkins-park-elkins-park-pa/ked8x69/
352,Tremont Court Apartments,9128-9132 Old Newtown Rd,Philadelphia,PA,19115,NA,"$1,060","$1,200",NA,40.07583,-75.04067,https://www.apartments.com/tremont-court-apartments-philadelphia-pa/b4br1v8/
353,Bainbridge Lofts,715 S 3rd St,Philadelphia,PA,19147,NA,"$1,625","$1,795 – 2,295",NA,39.94006,-75.14754,https://www.apartments.com/bainbridge-lofts-philadelphia-pa/v8h3j9e/
354,Haven Arms Apartments,4200 Woodhaven Rd,Philadelphia,PA,19154,$795,$950,NA,NA,40.08303,-74.9682,https://www.apartments.com/haven-arms-apartments-philadelphia-pa/s49bwm4/
355,Beacon Pointe Luxury Apartments,9503 State Rd,Philadelphia,PA,19114,"$1,135 – 1,140","$1,255 – 1,360","$1,400 – 1,665",NA,40.049,-74.98348,https://www.apartments.com/beacon-pointe-luxury-apartments-philadelphia-pa/1dff924/
356,6615 Ridge,6615 Ridge Ave,Philadelphia,PA,19128,NA,"$1,200","$1,400 – 1,450",NA,40.03937,-75.2234,https://www.apartments.com/6615-ridge-philadelphia-pa/42z6p9j/
357,Regency Village,5600 Ogontz Ave,Philadelphia,PA,19141,$645 – 685,$795,$925,NA,40.03945,-75.15099,https://www.apartments.com/regency-village-philadelphia-pa/gbxsgtx/
358,Airy Avenue Apartments,1501-1563 E Mount Airy Ave,Philadelphia,PA,19150,NA,NA,"$1,195",NA,40.07854,-75.17241,https://www.apartments.com/airy-avenue-apartments-philadelphia-pa/vqk4vtf/
359,Washington Lane Apartments,6201-6221 Crittenden St,Philadelphia,PA,19138,NA,$875,$995,NA,40.05713,-75.1648,https://www.apartments.com/washington-lane-apartments-philadelphia-pa/7sqxlbz/
360,Oxford Apartments,5051 Oxford Ave,Philadelphia,PA,19124,NA,$650 – 800,NA,NA,40.02303,-75.08384,https://www.apartments.com/oxford-apartments-philadelphia-pa/5eg36jp/
361,Q Wayne Gardens,5220-5224 Wayne Ave,Philadelphia,PA,19144,$550 – 575,$725 – 750,$850,NA,40.02726,-75.17233,https://www.apartments.com/q-wayne-gardens-philadelphia-pa/3xzf41d/
362,Colonial Point Apartments,2555 Old Trevose Rd,Feasterville Trevose,PA,19053,"$920 – 1,250","$995 – 1,600","$1,230 – 1,510",NA,40.12211,-74.97351,https://www.apartments.com/colonial-point-apartments-feasterville-trevose-pa/sd0qgc7/
363,Carver Hall Gardens,4840 Oxford Ave,Philadelphia,PA,19124,$600,$750 – 825,$825 – 850,$895 – 910,40.02007,-75.08493,https://www.apartments.com/carver-hall-gardens-philadelphia-pa/mgb3z1k/
364,Inglis Gardens at Belmont,2560-2566 Belmont Ave,Philadelphia,PA,19131,NA,NA,NA,NA,39.99801,-75.21999,https://www.apartments.com/inglis-gardens-at-belmont-philadelphia-pa/60tnyqs/
365,Fitler Commons,2300-2318 Pine St,Philadelphia,PA,19103,NA,"$1,300 – 1,350","$1,850",NA,39.94726,-75.17959,https://www.apartments.com/fitler-commons-philadelphia-pa/ygqsxpv/
366,West Village Powelton,3201-3223 Powelton Ave,Philadelphia,PA,19104,NA,NA,"$1,695 – 1,750",NA,39.96069,-75.18841,https://www.apartments.com/west-village-powelton-philadelphia-pa/x40r98p/
367,Sanctuary Lofts,2321 Fitzwater St,Philadelphia,PA,19146,"$1,315","$1,490 – 1,600","$2,350 – 2,650",NA,39.944,-75.18124,https://www.apartments.com/sanctuary-lofts-philadelphia-pa/337lkrd/
368,Walnut Terrace,401 W Walnut Ln,Philadelphia,PA,19144,$645 – 700,$795,$905,NA,40.03466,-75.18431,https://www.apartments.com/walnut-terrace-philadelphia-pa/3qvj80d/
369,The Standard at Spruce Hill,4311 Spruce St,Philadelphia,PA,19104,"$1,150 – 1,275","$1,400","$1,650 – 1,675",NA,39.9529,-75.20972,https://www.apartments.com/the-standard-at-spruce-hill-philadelphia-pa/w7g29bj/
370,Iron Mill Lofts,1156-60 N 3rd St,Philadelphia,PA,19123,NA,NA,NA,"$2,475",39.96915,-75.14204,https://www.apartments.com/iron-mill-lofts-philadelphia-pa/q5z9mgz/
371,Bernice Arms Apartments - 62 years +,6000 Baltimore Ave,Philadelphia,PA,19143,NA,$765,Call for Rent,NA,39.94437,-75.24351,https://www.apartments.com/bernice-arms-apartments-62-years-philadelphia-pa/scf7974/
372,Brentwood,4130-4140 Parkside Ave,Philadelphia,PA,19104,NA,$900,"$1,040 – 1,150","$1,250",39.97558,-75.20836,https://www.apartments.com/brentwood-philadelphia-pa/bhccbn9/
373,1200 Washington,1200 Washington Ave,Philadelphia,PA,19147,"$1,375","$1,652 – 1,727","$2,167",NA,39.93716,-75.16334,https://www.apartments.com/1200-washington-philadelphia-pa/3r6jt4d/
374,Mount Airy Manor,315-333 E Mount Airy Ave,Philadelphia,PA,19119,NA,$895,"$1,095",NA,40.06478,-75.18651,https://www.apartments.com/mount-airy-manor-philadelphia-pa/m0vr6lk/
375,The Sheldrake Apartments,4901 Spruce St,Philadelphia,PA,19139,NA,$739 – 780,$882 – 936,"$1,014",39.95417,-75.22022,https://www.apartments.com/the-sheldrake-apartments-philadelphia-pa/x8fywmm/
376,Vernon House - A 62 & Older Community,3226 Clifford St,Philadelphia,PA,19121,NA,$563 – 727,NA,NA,39.98308,-75.18756,https://www.apartments.com/vernon-house-a-62-older-community-philadelphia-pa/m3xw6bk/
377,The Universal Properties,1601 Federal St,Philadelphia,PA,19146,NA,NA,NA,NA,39.93495,-75.17043,https://www.apartments.com/the-universal-properties-philadelphia-pa/qkk1d8y/
378,Oakland Terrace Apartments,6063 Roosevelt Blvd,Philadelphia,PA,19149,NA,$925,"$1,100",NA,40.03279,-75.07691,https://www.apartments.com/oakland-terrace-apartments-philadelphia-pa/e03nq7n/
379,The Girard,1199 Ludlow St,Philadelphia,PA,19107,NA,"$2,220 – 3,085","$3,285 – 4,675",NA,39.95152,-75.15957,https://www.apartments.com/the-girard-philadelphia-pa/xhslt9m/
380,Benton Court Apartments,1822 Benton St,Philadelphia,PA,19152,NA,$875 – 925,"$950 – 1,000",NA,40.07525,-75.04713,https://www.apartments.com/benton-court-apartments-philadelphia-pa/dsr27ph/
381,Birchwood at Brooks (55+ Community),5640 Wyalusing Ave,Philadelphia,PA,19131,NA,$615 – 700,NA,NA,39.9683,-75.23347,https://www.apartments.com/birchwood-at-brooks-55-community-philadelphia-pa/g5yezdy/
382,Yarn Factory Lofts,3715 Main St,Philadelphia,PA,19127,NA,"$1,450 – 1,750","$2,400 – 2,500",NA,40.01671,-75.21143,https://www.apartments.com/yarn-factory-lofts-philadelphia-pa/htyf4l0/
383,Sevilla Court,32 Conshohocken State Rd,Bala Cynwyd,PA,19004,NA,NA,"$2,205 – 2,255",NA,40.00339,-75.22886,https://www.apartments.com/sevilla-court-bala-cynwyd-pa/1tlhbe6/
384,1405 Panther Rd,1405 Panther Rd,Wyncote,PA,19095,NA,NA,NA,NA,40.08742,-75.15798,https://www.apartments.com/1405-panther-rd-wyncote-pa/276myyb/
385,The Hub At 31 Brewerytown,1410 N 31st St,Philadelphia,PA,19121,"$1,324 – 1,440","$1,492 – 1,814","$2,140 – 2,455",NA,39.9784,-75.18627,https://www.apartments.com/the-hub-at-31-brewerytown-philadelphia-pa/m3558gl/
386,7936 Montgomery Ave Unit 1,7936 Montgomery Ave Unit 1,Elkins Park,PA,19027,NA,NA,"$1,350",NA,40.07407,-75.12794,https://www.apartments.com/7936-montgomery-ave-elkins-park-pa-unit-1/p7nfx9s/
387,Elizabeth Manor Apartments,7100 W Chester Pike,Upper Darby,PA,19082,NA,NA,"$975 – 1,090",NA,39.96222,-75.26398,https://www.apartments.com/elizabeth-manor-apartments-upper-darby-pa/exye56p/
388,The Willows at Pyne Poynt,450 Erie St,Camden,NJ,08102,NA,$615,NA,NA,39.95518,-75.11866,https://www.apartments.com/the-willows-at-pyne-poynt-camden-nj/jerjh75/
389,Prescott Arms Apartments,6724 Marshall Rd,Upper Darby,PA,19082,NA,$799,$899,NA,39.95471,-75.25272,https://www.apartments.com/prescott-arms-apartments-upper-darby-pa/37smkqg/
390,Forest Creek Apartments,300 N Front St,Darby,PA,19023,NA,NA,$925 – 975,NA,39.91951,-75.24826,https://www.apartments.com/forest-creek-apartments-darby-pa/8kt07v2/
391,The Pointe,1415 N 31st St,Philadelphia,PA,19121,NA,"$1,569 – 1,794","$2,340",NA,39.97851,-75.18551,https://www.apartments.com/the-pointe-philadelphia-pa/f7p4zcs/
392,Spring Village Apartments,601 Poplar St,Sharon Hill,PA,19079,$765,$970,"$1,070",NA,39.91045,-75.26311,https://www.apartments.com/spring-village-apartments-sharon-hill-pa/ptx3e6t/
393,9214 Jackson St,9214 Jackson St,Philadelphia,PA,19114,NA,NA,NA,"$1,400",40.05317,-75.00192,https://www.apartments.com/9214-jackson-st-philadelphia-pa/r98l9d2/
394,2813 Mutter St,2813 Mutter St,Philadelphia,PA,19133,NA,NA,$950,NA,39.99307,-75.13284,https://www.apartments.com/2813-mutter-st-philadelphia-pa/ej9w15m/
395,634 Hoffman St,634 Hoffman St,Philadelphia,PA,19148,NA,NA,NA,"$2,600",39.92472,-75.15736,https://www.apartments.com/634-hoffman-st-philadelphia-pa/qh3rfgx/
396,540 South St Unit 2F,540 South St Unit 2F,Philadelphia,PA,19147,NA,"$1,300",NA,NA,39.94188,-75.15223,https://www.apartments.com/540-south-st-philadelphia-pa-unit-2f/0ntwqr1/
397,1437 N Marston St,1437 N Marston St,Philadelphia,PA,19121,NA,NA,"$1,800",NA,39.97804,-75.1803,https://www.apartments.com/1437-n-marston-st-philadelphia-pa/m68qx7l/
398,1027 Fernon St,1027 Fernon St,Philadelphia,PA,19148,NA,NA,"$1,500",NA,39.92938,-75.16255,https://www.apartments.com/1027-fernon-st-philadelphia-pa/71fp3ky/
399,1631 Green St Unit B,1631 Green St Unit B,Philadelphia,PA,19130,NA,NA,"$1,925",NA,39.96439,-75.16482,https://www.apartments.com/1631-green-st-philadelphia-pa-unit-b/rc54yq1/
400,5334 Greene St Unit 1R,5334 Greene St Unit 1R,Philadelphia,PA,19144,NA,"$1,495",NA,NA,40.03083,-75.17205,https://www.apartments.com/5334-greene-st-philadelphia-pa-unit-1r/6xh8nlv/
401,57 Hamilton Cir,57 Hamilton Cir,Philadelphia,PA,19130,NA,NA,NA,"$2,750",39.96259,-75.17035,https://www.apartments.com/57-hamilton-cir-philadelphia-pa/qpx3yjw/
402,Falls Village,2991 W School House Ln,Philadelphia,PA,19144,NA,"$1,365 – 1,875","$1,425 – 1,950","$1,812 – 1,942",40.02528,-75.18656,https://www.apartments.com/falls-village-philadelphia-pa/bpbz8k9/
403,2026 McClellan St,2026 McClellan St,Philadelphia,PA,19145,NA,NA,"$1,700",NA,39.92882,-75.17932,https://www.apartments.com/2026-mcclellan-st-philadelphia-pa/hehrns3/
404,3137 N Stillman St,3137 N Stillman St,Philadelphia,PA,19132,NA,NA,$900,NA,40.00313,-75.17126,https://www.apartments.com/3137-n-stillman-st-philadelphia-pa/49wtpcj/
405,3137 N 32nd St,3137 N 32nd St,Philadelphia,PA,19132,NA,NA,NA,"$1,375",40.00466,-75.1816,https://www.apartments.com/3137-n-32nd-st-philadelphia-pa/63bw86s/
406,2051 N 62nd St Unit 1F,2051 N 62nd St Unit 1F,Philadelphia,PA,19151,NA,NA,NA,"$1,875",39.9834,-75.2453,https://www.apartments.com/2051-n-62nd-st-philadelphia-pa-unit-1f/3r533cf/
407,4937 Ormes St,4937 Ormes St,Philadelphia,PA,19120,NA,NA,NA,"$1,250",40.0248,-75.11873,https://www.apartments.com/4937-ormes-st-philadelphia-pa/bmqhgcc/
408,Lincoln Green,4000-4040 Presidential Blvd,Philadelphia,PA,19131,NA,"$1,110 – 1,525","$1,610 – 1,725",NA,40.00592,-75.21015,https://www.apartments.com/lincoln-green-philadelphia-pa/wg5fjpl/
409,7849 Nixon St,7849 Nixon St,Philadelphia,PA,19128,NA,NA,NA,"$2,300",40.04618,-75.25211,https://www.apartments.com/7849-nixon-st-philadelphia-pa/ljpn6jd/
410,2453 N 30th St,2453 N 30th St,Philadelphia,PA,19132,NA,NA,NA,NA,39.99384,-75.18074,https://www.apartments.com/2453-n-30th-st-philadelphia-pa/6jx4let/
411,6332 Germantown Ave,6332 Germantown Ave,Philadelphia,PA,19144,NA,NA,"$1,495",NA,40.04409,-75.18165,https://www.apartments.com/6332-germantown-ave-philadelphia-pa/gtktp7z/
412,1923 Monument St,1923 Monument St,Philadelphia,PA,19121,NA,NA,"$1,500",NA,39.98333,-75.16572,https://www.apartments.com/1923-monument-st-philadelphia-pa/grttmqy/
413,429 Watkins St,429 Watkins St,Philadelphia,PA,19148,NA,NA,NA,"$1,600",39.92699,-75.1537,https://www.apartments.com/429-watkins-st-philadelphia-pa/8g57cv2/
414,The Point At Rittenhouse Row,1601 Sansom St,Philadelphia,PA,19103,NA,"$1,463 – 2,647","$2,266 – 2,996",NA,39.95065,-75.16766,https://www.apartments.com/the-point-at-rittenhouse-row-philadelphia-pa/575estn/
415,212 Brown St Unit 4D,212 Brown St Unit 4D,Philadelphia,PA,19123,NA,"$1,750",NA,NA,39.963,-75.14157,https://www.apartments.com/212-brown-st-philadelphia-pa-unit-4d/mrtvdth/
416,3121 Aramingo Ave,3121 Aramingo Ave,Philadelphia,PA,19134,NA,NA,NA,"$1,495",39.98737,-75.10805,https://www.apartments.com/3121-aramingo-ave-philadelphia-pa/xetpxgm/
417,2119 Verona Dr,2119 Verona Dr,Philadelphia,PA,19145,NA,NA,"$2,800",NA,39.91002,-75.18408,https://www.apartments.com/2119-verona-dr-philadelphia-pa/bt7v2g8/
418,7251 Shalkop St,7251 Shalkop St,Philadelphia,PA,19128,NA,NA,NA,NA,40.04771,-75.23203,https://www.apartments.com/7251-shalkop-st-philadelphia-pa/eer6x3m/
419,1015 N 2nd St,1015 N 2nd St,Philadelphia,PA,19123,NA,"$2,100",NA,NA,39.96692,-75.13992,https://www.apartments.com/1015-n-2nd-st-philadelphia-pa/pc073yr/
420,The Ludlow,1101 Ludlow St,Philadelphia,PA,19107,"$1,695 – 2,000","$1,500 – 2,825","$2,800 – 3,835",NA,39.95149,-75.15866,https://www.apartments.com/the-ludlow-philadelphia-pa/lpm616f/
421,369 E Gowen Ave Unit REAR,369 E Gowen Ave Unit REAR,Philadelphia,PA,19119,NA,"$1,300",NA,NA,40.06857,-75.18748,https://www.apartments.com/369-e-gowen-ave-philadelphia-pa-unit-rear/vl2hcxf/
422,5728 N Lambert St,5728 N Lambert St,Philadelphia,PA,19138,NA,NA,NA,"$1,500",40.04199,-75.15551,https://www.apartments.com/5728-n-lambert-st-philadelphia-pa/46pnpcl/
423,2610 S Darien St,2610 S Darien St,Philadelphia,PA,19148,NA,NA,NA,"$1,600",39.91665,-75.16234,https://www.apartments.com/2610-s-darien-st-philadelphia-pa/mjw8slk/
424,4682 Darrah St,4682 Darrah St,Philadelphia,PA,19124,NA,NA,NA,$900,40.01596,-75.08267,https://www.apartments.com/4682-darrah-st-philadelphia-pa/5ynpssn/
425,1849 E Albert St,1849 E Albert St,Philadelphia,PA,19125,NA,NA,"$1,050",NA,39.98851,-75.12548,https://www.apartments.com/1849-e-albert-st-philadelphia-pa/mywb23j/
426,Enclaves,3900 Gateway Dr,Philadelphia,PA,19145,NA,Call for Rent,"$1,520 – 2,767",NA,39.90108,-75.19251,https://www.apartments.com/enclaves-philadelphia-pa/5yqhwcp/
427,2840 N Park Ave,2840 N Park Ave,Philadelphia,PA,19132,NA,NA,NA,"$1,200",39.99629,-75.15296,https://www.apartments.com/2840-n-park-ave-philadelphia-pa/s4px8h6/
428,1501 N 2nd St Unit 3,1501 N 2nd St Unit 3,Philadelphia,PA,19122,NA,NA,"$1,850",NA,39.97383,-75.13841,https://www.apartments.com/1501-n-2nd-st-philadelphia-pa-unit-3/6qtrlps/
429,5937 N Hutchinson St,5937 N Hutchinson St,Philadelphia,PA,19141,NA,NA,NA,"$1,225",40.04301,-75.13568,https://www.apartments.com/5937-n-hutchinson-st-philadelphia-pa/s275fk4/
430,2236 S 19th St,2236 S 19th St,Philadelphia,PA,19145,NA,NA,NA,NA,39.92309,-75.17837,https://www.apartments.com/2236-s-19th-st-philadelphia-pa/ej9jenn/
431,5526 N Mascher St Unit 2ND FL REAR,5526 N Mascher St Unit 2ND FL REAR,Philadelphia,PA,19120,$775,NA,NA,NA,40.03505,-75.12424,https://www.apartments.com/5526-n-mascher-st-philadelphia-pa-unit-2nd-fl-rear/dv2b73k/
432,Versailles Apartments,1530 Locust St,Philadelphia,PA,19102,NA,"$2,295 – 2,875","$3,950 – 4,400","$6,995",39.94839,-75.16714,https://www.apartments.com/versailles-apartments-philadelphia-pa/lj0d0yd/
433,204 W Duncannon Ave,204 W Duncannon Ave,Philadelphia,PA,19120,NA,NA,NA,"$1,050",40.0295,-75.12699,https://www.apartments.com/204-w-duncannon-ave-philadelphia-pa/k31mqcb/
434,2120 E Cheltenham Ave,2120 E Cheltenham Ave,Philadelphia,PA,19124,NA,NA,$950,NA,40.01491,-75.06312,https://www.apartments.com/2120-e-cheltenham-ave-philadelphia-pa/qv2czfw/
